use cuda: False
Rg_o 0.004954819416176598
input_dim:  2000
epoch:0, loss:0.6926566362380981
epoch:1, loss:0.6920557022094727
epoch:2, loss:0.689533531665802
epoch:3, loss:0.6865910291671753
epoch:4, loss:0.6835276484489441
epoch:5, loss:0.6806177496910095
epoch:6, loss:0.6765433549880981
epoch:7, loss:0.6723273992538452
epoch:8, loss:0.6679377555847168
epoch:9, loss:0.6634825468063354
epoch:10, loss:0.6589303016662598
epoch:11, loss:0.6541242003440857
epoch:12, loss:0.6489564776420593
epoch:13, loss:0.6435871720314026
epoch:14, loss:0.6382217407226562
epoch:15, loss:0.6332730054855347
epoch:16, loss:0.6281427145004272
epoch:17, loss:0.6229138374328613
epoch:18, loss:0.6176276803016663
epoch:19, loss:0.6125777959823608
epoch:20, loss:0.6077761054039001
epoch:21, loss:0.6032392978668213
epoch:22, loss:0.5987555384635925
epoch:23, loss:0.5939255356788635
epoch:24, loss:0.5883027911186218
epoch:25, loss:0.5795502662658691
epoch:26, loss:0.5708624720573425
epoch:27, loss:0.5833482146263123
epoch:28, loss:0.5673593878746033
epoch:29, loss:0.5523985624313354
epoch:30, loss:0.5538585782051086
epoch:31, loss:0.544094443321228
epoch:32, loss:0.536517322063446
epoch:33, loss:0.5398825407028198
epoch:34, loss:0.5330415368080139
epoch:35, loss:0.5226696729660034
epoch:36, loss:0.5255312323570251
epoch:37, loss:0.5168495774269104
epoch:38, loss:0.5118111371994019
epoch:39, loss:0.5073628425598145
epoch:40, loss:0.50152987241745
epoch:41, loss:0.49984779953956604
epoch:42, loss:0.494662880897522
epoch:43, loss:0.4890981614589691
epoch:44, loss:0.490431010723114
epoch:45, loss:0.4846826493740082
epoch:46, loss:0.48327207565307617
epoch:47, loss:0.47662919759750366
epoch:48, loss:0.4777541160583496
epoch:49, loss:0.4672422707080841
epoch:50, loss:0.46899861097335815
epoch:51, loss:0.4694346487522125
epoch:52, loss:0.4692212641239166
epoch:53, loss:0.46293678879737854
epoch:54, loss:0.4542306661605835
epoch:55, loss:0.46190816164016724
epoch:56, loss:0.45830976963043213
epoch:57, loss:0.4463997483253479
epoch:58, loss:0.45467835664749146
epoch:59, loss:0.44234994053840637
epoch:60, loss:0.4420432448387146
epoch:61, loss:0.4456368684768677
epoch:62, loss:0.4344289302825928
epoch:63, loss:0.43445712327957153
epoch:64, loss:0.43152397871017456
epoch:65, loss:0.42550066113471985
epoch:66, loss:0.42805516719818115
epoch:67, loss:0.4213942289352417
epoch:68, loss:0.4185123145580292
epoch:69, loss:0.4175485372543335
epoch:70, loss:0.4123891592025757
epoch:71, loss:0.41132089495658875
epoch:72, loss:0.4100489914417267
epoch:73, loss:0.40713250637054443
epoch:74, loss:0.40382421016693115
epoch:75, loss:0.40012243390083313
